collection,judge,budget_full_eq,eps,method,act,wrong,docs_labelled,docs_pilot,docs_sampling,dup_frac,design_obj,nonoverlap,pilot_cost,bound,legacy
dbpedia-entity,llm,60,0.02,static_sum,0.5633333333333334,0.0,3187.02,1028.7966666666666,2158.2233333333334,0.0,203363.57978895004,0.5459239698761518,full,t,False
dbpedia-entity,llm,60,0.02,per_pair,0.38,0.0,3151.27,1028.7966666666666,2122.4733333333334,0.0,,0.5459239698761518,full,t,False
dbpedia-entity,llm,60,0.02,adaptive,0.6133333333333333,0.0,3181.903333333333,1028.7966666666666,2153.1066666666666,0.0,190358.15383356632,0.5459239698761518,full,t,False
dbpedia-entity,llm,60,0.02,oracle,0.5833333333333334,0.0,3180.9566666666665,1028.7966666666666,2152.16,0.0,162824.80414850407,0.5459239698761518,full,t,False
dbpedia-entity,llm,60,0.02,static_sum_v,0.58,0.0,3180.68,1028.7966666666666,2151.883333333333,0.0,200712.4478805811,0.5459239698761518,full,t,False
dbpedia-entity,llm,60,0.02,oracle_exact,0.5966666666666667,0.0,3180.72,1028.7966666666666,2151.923333333333,0.0,127587.4677916428,0.5459239698761518,full,t,False
dbpedia-entity,llm,60,0.02,plugin_exact,0.5666666666666667,0.0,3182.7366666666667,1028.7966666666666,2153.94,0.0,802909.4626947902,0.5459239698761518,full,t,False
dbpedia-entity,llm,90,0.01,static_sum,0.52,0.0,4124.17,1029.15,3095.02,0.0,161890.05104719108,0.559785808170785,full,t,False
dbpedia-entity,llm,90,0.01,per_pair,0.32,0.0,4069.87,1029.15,3040.72,0.0,,0.559785808170785,full,t,False
dbpedia-entity,llm,90,0.01,adaptive,0.54,0.0,4124.856666666667,1029.15,3095.7066666666665,0.0,150695.57947525027,0.559785808170785,full,t,False
dbpedia-entity,llm,90,0.01,oracle,0.52,0.0,4128.973333333333,1029.15,3099.8233333333333,0.0,127468.86746587614,0.559785808170785,full,t,False
dbpedia-entity,llm,90,0.01,static_sum_v,0.52,0.0,4125.056666666666,1029.15,3095.9066666666663,0.0,159449.33002040483,0.559785808170785,full,t,False
dbpedia-entity,llm,90,0.01,oracle_exact,0.55,0.0,4126.59,1029.15,3097.44,0.0,96140.25927231835,0.559785808170785,full,t,False
dbpedia-entity,llm,90,0.01,plugin_exact,0.54,0.0,4123.693333333334,1029.15,3094.5433333333335,0.0,343608.53449914634,0.559785808170785,full,t,False
dbpedia-entity,llm,90,0.02,static_sum,0.6233333333333333,0.0,4132.836666666667,1030.1533333333334,3102.6833333333334,0.0,108961.33473131263,0.5637828316069012,full,t,False
dbpedia-entity,llm,90,0.02,per_pair,0.4066666666666667,0.0,4079.693333333333,1030.1533333333334,3049.54,0.0,,0.5637828316069012,full,t,False
dbpedia-entity,llm,90,0.02,adaptive,0.64,0.0,4134.386666666666,1030.1533333333334,3104.2333333333327,0.0,98792.35988935869,0.5637828316069012,full,t,False
dbpedia-entity,llm,90,0.02,oracle,0.6333333333333333,0.0,4130.68,1030.1533333333334,3100.5266666666666,0.0,83633.5372013667,0.5637828316069012,full,t,False
dbpedia-entity,llm,90,0.02,static_sum_v,0.5966666666666667,0.0,4139.25,1030.1533333333334,3109.0966666666664,0.0,109398.50441921294,0.5637828316069012,full,t,False
dbpedia-entity,llm,90,0.02,oracle_exact,0.6433333333333333,0.0,4135.4,1030.1533333333334,3105.246666666666,0.0,63591.923454951575,0.5637828316069012,full,t,False
dbpedia-entity,llm,90,0.02,plugin_exact,0.6366666666666667,0.0,4137.433333333333,1030.1533333333334,3107.2799999999997,0.0,5053390.694996788,0.5637828316069012,full,t,False
