eps,method,collection,judge,J50,flag,max_wrong,pilot,budgets
0.02,strat_pilot,dl212223,llm,1785.1216666666667,ok,0.0033333333333333,1386.5225,5 10 15 20 30 45 60 90
0.02,ai_calib,antique,llm,797.777619047619,ok,0.0,631.7725925925927,5 10 15 20 30 60 90 120 150
0.02,ai_calib,antique,rr,822.1896347031962,ok,0.0,631.7725925925927,5 10 15 20 30 60 90 120 150
0.02,ai_calib,antique,inv,1171.3289743589744,ok,0.0,631.7725925925927,5 10 15 20 30 60 90 120 150
0.02,ai_calib,cast19,llm,1986.4830107526882,ok,0.0,974.7562962962963,15 20 30 45 60 90 120 150 200
0.02,ai_calib,cast19,rr,2418.630823529412,ok,0.0,974.7562962962963,15 20 30 45 60 90 120 150 200
0.02,ai_calib,cast19,inv,2736.2796396396398,ok,0.0033333333333333,974.7562962962963,15 20 30 45 60 90 120 150 200
0.02,ai_calib,dbpedia-entity,llm,2520.00688172043,ok,0.0,1029.4719999999998,5 10 15 20 30 45 60 90 120 150
0.02,ai_calib,dbpedia-entity,rr,2594.3571875,ok,0.0,1029.4719999999998,5 10 15 20 30 45 60 90 120 150
0.02,ai_calib,dl212223,llm,2009.6565873015868,ok,0.0,1387.87,5 10 15 20 30 45 60 90
0.02,ai_resid,antique,llm,753.1854480286738,ok,0.0,631.7725925925927,5 10 15 20 30 60 90 120 150
0.02,ai_resid,antique,rr,786.0242857142857,ok,0.0,631.7725925925927,5 10 15 20 30 60 90 120 150
0.02,ai_resid,antique,inv,868.316761904762,ok,0.0,631.7725925925927,5 10 15 20 30 60 90 120 150
0.02,ai_resid,cast19,llm,1811.3926754385964,ok,0.0033333333333333,974.7562962962963,15 20 30 45 60 90 120 150 200
0.02,ai_resid,cast19,rr,1969.7956444444444,ok,0.0033333333333333,974.7562962962963,15 20 30 45 60 90 120 150 200
0.02,ai_resid,cast19,inv,2145.0066666666667,ok,0.0,974.7562962962963,15 20 30 45 60 90 120 150 200
0.02,ai_resid,dbpedia-entity,llm,2073.2935294117647,ok,0.0,1029.4719999999998,5 10 15 20 30 45 60 90 120 150
0.02,ai_resid,dbpedia-entity,rr,2272.862298850575,ok,0.0033333333333333,1029.4719999999998,5 10 15 20 30 45 60 90 120 150
0.02,ai_resid,dl212223,llm,1806.5318095238097,ok,0.0033333333333333,1387.87,5 10 15 20 30 45 60 90
0.02,ai_robust_0.3,antique,llm,748.1322619047619,ok,0.0,631.7725925925927,5 10 15 20 30 60 90 120 150
0.02,ai_robust_0.3,antique,rr,775.9846594982079,ok,0.0,631.7725925925927,5 10 15 20 30 60 90 120 150
0.02,ai_robust_0.3,antique,inv,885.6138095238096,ok,0.0,631.7725925925927,5 10 15 20 30 60 90 120 150
0.02,ai_robust_0.3,cast19,llm,1820.49101010101,ok,0.0,974.7562962962963,15 20 30 45 60 90 120 150 200
0.02,ai_robust_0.3,cast19,rr,2013.3276023391813,ok,0.0033333333333333,974.7562962962963,15 20 30 45 60 90 120 150 200
0.02,ai_robust_0.3,cast19,inv,2182.277906976744,ok,0.0,974.7562962962963,15 20 30 45 60 90 120 150 200
0.02,ai_robust_0.3,dbpedia-entity,llm,2010.5896527777777,ok,0.0,1029.4719999999998,5 10 15 20 30 45 60 90 120 150
0.02,ai_robust_0.3,dbpedia-entity,rr,2192.2435087719296,ok,0.0,1029.4719999999998,5 10 15 20 30 45 60 90 120 150
0.02,ai_robust_0.3,dl212223,llm,1821.6191666666666,ok,0.0,1387.87,5 10 15 20 30 45 60 90
0.02,weighted_cv,antique,llm,762.3942512077296,ok,0.0,631.2472222222221,5 10 15 20 30 60 90 120 150
0.02,weighted_cv,antique,rr,794.2037026515152,ok,0.0,631.2472222222221,5 10 15 20 30 60 90 120 150
0.02,weighted_cv,antique,inv,878.550606060606,ok,0.0033333333333333,631.2472222222221,5 10 15 20 30 60 90 120 150
0.02,weighted_cv,cast19,llm,1787.6766666666665,ok,0.0,975.1861111111112,15 20 30 45 60 90 120 150 200
0.02,weighted_cv,cast19,rr,2004.1566666666668,ok,0.0033333333333333,975.1861111111112,15 20 30 45 60 90 120 150 200
0.02,weighted_cv,cast19,inv,2119.7514285714287,ok,0.0033333333333333,975.1861111111112,15 20 30 45 60 90 120 150 200
0.02,weighted_cv,dbpedia-entity,llm,2083.621923076923,ok,0.0,1028.8973015873016,5 10 15 20 30 45 60 90 120 150 200
0.02,weighted_cv,dbpedia-entity,rr,2278.0974398625426,ok,0.0033333333333333,1028.8973015873016,5 10 15 20 30 45 60 90 120 150 200
0.02,weighted_cv,dl212223,llm,1788.5231790123457,ok,0.0033333333333333,1387.19625,5 10 15 20 30 45 60 90
0.02,weighted_cvl,antique,llm,770.0307590759076,ok,0.0,630.7218518518517,5 10 15 20 30 60 90 120 150
0.02,weighted_cvl,antique,rr,771.6743642611684,ok,0.0,630.7218518518517,5 10 15 20 30 60 90 120 150
0.02,weighted_cvl,antique,inv,822.3333333333334,ok,0.0033333333333333,630.7218518518517,5 10 15 20 30 60 90 120 150
0.02,weighted_cvl,cast19,llm,1720.2133333333334,ok,0.0033333333333333,975.6159259259259,15 20 30 45 60 90 120 150 200
0.02,weighted_cvl,cast19,rr,1838.317098765432,ok,0.0033333333333333,975.6159259259259,15 20 30 45 60 90 120 150 200
0.02,weighted_cvl,cast19,inv,2024.1247297297296,ok,0.0033333333333333,975.6159259259259,15 20 30 45 60 90 120 150 200
0.02,weighted_cvl,dbpedia-entity,llm,2046.1351515151514,ok,0.0,1028.3748484848484,5 10 15 20 30 45 60 90 120 150 200
0.02,weighted_cvl,dbpedia-entity,rr,2048.768888888889,ok,0.0033333333333333,1028.3748484848484,5 10 15 20 30 45 60 90 120 150 200
0.02,weighted_cvl,dl212223,llm,1722.009195402299,ok,0.0,1386.5225,5 10 15 20 30 45 60 90
