eps,method,collection,judge,J50,flag,max_wrong,pilot,budgets
0.01,weighted,dbpedia-entity,rr,3580.780196078431,ok,0.0033333333333333,1028.650909090909,5 10 15 20 30 45 60 90 120 150 200
0.01,weighted,dl212223,llm,1957.7811979166665,ok,0.0,1387.8487499999999,5 10 15 20 30 45 60 90
0.01,strat_pilot,antique,llm,876.682987012987,ok,0.0,631.4807407407408,5 10 15 20 30 60 90 120 150
0.01,strat_pilot,antique,rr,876.682987012987,ok,0.0,631.4807407407408,5 10 15 20 30 60 90 120 150
0.01,strat_pilot,antique,inv,876.682987012987,ok,0.0,631.4807407407408,5 10 15 20 30 60 90 120 150
0.01,strat_pilot,cast19,llm,2736.5570588235296,ok,0.0033333333333333,974.7662962962962,15 20 30 45 60 90 120 150 200
0.01,strat_pilot,cast19,rr,2736.5570588235296,ok,0.0033333333333333,974.7662962962962,15 20 30 45 60 90 120 150 200
0.01,strat_pilot,cast19,inv,2736.5570588235296,ok,0.0033333333333333,974.7662962962962,15 20 30 45 60 90 120 150 200
0.01,strat_pilot,dbpedia-entity,llm,3870.153333333333,ok,0.0033333333333333,1028.650909090909,5 10 15 20 30 45 60 90 120 150 200
0.01,strat_pilot,dbpedia-entity,rr,3870.153333333333,ok,0.0033333333333333,1028.650909090909,5 10 15 20 30 45 60 90 120 150 200
0.01,strat_pilot,dl212223,llm,1978.5655782312924,ok,0.0,1387.8487499999999,5 10 15 20 30 45 60 90
0.01,ai_calib,antique,llm,806.934065934066,ok,0.0,632.0974074074074,5 10 15 20 30 60 90 120 150
0.01,ai_calib,antique,rr,884.4297740112995,ok,0.0,632.0974074074074,5 10 15 20 30 60 90 120 150
0.01,ai_calib,antique,inv,1273.2382424242428,ok,0.0,632.0974074074074,5 10 15 20 30 60 90 120 150
0.01,ai_calib,cast19,llm,2459.347476190476,ok,0.0033333333333333,974.8466666666668,15 20 30 45 60 90 120 150 200
0.01,ai_calib,cast19,rr,2906.4988148148145,ok,0.0033333333333333,974.8466666666668,15 20 30 45 60 90 120 150 200
0.01,ai_calib,cast19,inv,3384.3032786885246,ok,0.0033333333333333,974.8466666666668,15 20 30 45 60 90 120 150 200
0.01,ai_calib,dbpedia-entity,llm,3978.781711711712,ok,0.0033333333333333,1028.1086666666665,5 10 15 20 30 45 60 90 120 150
0.01,ai_calib,dbpedia-entity,rr,4361.717857142857,ok,0.0033333333333333,1028.1086666666665,5 10 15 20 30 45 60 90 120 150
0.01,ai_calib,dl212223,llm,2297.6448611111114,ok,0.0,1386.6770833333335,5 10 15 20 30 45 60 90
0.01,ai_resid,antique,llm,780.6875490196078,ok,0.0,632.0974074074074,5 10 15 20 30 60 90 120 150
0.01,ai_resid,antique,rr,813.9346666666667,ok,0.0,632.0974074074074,5 10 15 20 30 60 90 120 150
0.01,ai_resid,antique,inv,925.2787037037037,ok,0.0,632.0974074074074,5 10 15 20 30 60 90 120 150
0.01,ai_resid,cast19,llm,2339.741052631579,ok,0.0,974.8466666666668,15 20 30 45 60 90 120 150 200
0.01,ai_resid,cast19,rr,2500.144126984127,ok,0.0033333333333333,974.8466666666668,15 20 30 45 60 90 120 150 200
0.01,ai_resid,cast19,inv,2726.3977777777777,ok,0.0033333333333333,974.8466666666668,15 20 30 45 60 90 120 150 200
0.01,ai_resid,dbpedia-entity,llm,2859.345614035088,ok,0.0,1028.1086666666665,5 10 15 20 30 45 60 90 120 150
0.01,ai_resid,dbpedia-entity,rr,3345.4802298850573,ok,0.0033333333333333,1028.1086666666665,5 10 15 20 30 45 60 90 120 150
0.01,ai_resid,dl212223,llm,1896.276511627907,ok,0.0,1386.6770833333335,5 10 15 20 30 45 60 90
0.01,ai_robust_0.3,antique,llm,784.0561847389558,ok,0.0,632.0974074074074,5 10 15 20 30 60 90 120 150
0.01,ai_robust_0.3,antique,rr,811.7354166666667,ok,0.0,632.0974074074074,5 10 15 20 30 60 90 120 150
0.01,ai_robust_0.3,antique,inv,943.2206214689267,ok,0.0,632.0974074074074,5 10 15 20 30 60 90 120 150
0.01,ai_robust_0.3,cast19,llm,2324.402028985507,ok,0.0,974.8466666666668,15 20 30 45 60 90 120 150 200
0.01,ai_robust_0.3,cast19,rr,2478.3997777777777,ok,0.0033333333333333,974.8466666666668,15 20 30 45 60 90 120 150 200
0.01,ai_robust_0.3,cast19,inv,2682.329691358025,ok,0.0033333333333333,974.8466666666668,15 20 30 45 60 90 120 150 200
0.01,ai_robust_0.3,dbpedia-entity,llm,2945.3326666666662,ok,0.0033333333333333,1028.1086666666665,5 10 15 20 30 45 60 90 120 150
0.01,ai_robust_0.3,dbpedia-entity,rr,3150.892888888889,ok,0.0,1028.1086666666665,5 10 15 20 30 45 60 90 120 150
0.01,ai_robust_0.3,dl212223,llm,1869.3871794871795,ok,0.0,1386.6770833333335,5 10 15 20 30 45 60 90
0.01,weighted_cv,antique,llm,794.0315789473684,ok,0.0,631.789074074074,5 10 15 20 30 60 90 120 150
0.01,weighted_cv,antique,rr,816.9053959484346,ok,0.0,631.789074074074,5 10 15 20 30 60 90 120 150
0.01,weighted_cv,antique,inv,934.3819713261648,ok,0.0,631.789074074074,5 10 15 20 30 60 90 120 150
0.01,weighted_cv,cast19,llm,2319.7571228070174,ok,0.0033333333333333,974.8064814814815,15 20 30 45 60 90 120 150 200
0.01,weighted_cv,cast19,rr,2656.839460784314,ok,0.0033333333333333,974.8064814814815,15 20 30 45 60 90 120 150 200
0.01,weighted_cv,cast19,inv,2745.685614035088,ok,0.0033333333333333,974.8064814814815,15 20 30 45 60 90 120 150 200
0.01,weighted_cv,dbpedia-entity,llm,2959.497828282828,ok,0.0066666666666666,1028.3926984126983,5 10 15 20 30 45 60 90 120 150 200
0.01,weighted_cv,dbpedia-entity,rr,3455.920512820512,ok,0.0033333333333333,1028.3926984126983,5 10 15 20 30 45 60 90 120 150 200
0.01,weighted_cv,dl212223,llm,1917.2956976744185,ok,0.0033333333333333,1387.2629166666666,5 10 15 20 30 45 60 90
0.01,weighted_cvl,antique,llm,801.2495698924731,ok,0.0,631.4807407407408,5 10 15 20 30 60 90 120 150
0.01,weighted_cvl,antique,rr,803.386329588015,ok,0.0,631.4807407407408,5 10 15 20 30 60 90 120 150
0.01,weighted_cvl,antique,inv,870.4550228310502,ok,0.0,631.4807407407408,5 10 15 20 30 60 90 120 150
0.01,weighted_cvl,cast19,llm,2189.5311111111114,ok,0.0066666666666666,974.7662962962962,15 20 30 45 60 90 120 150 200
0.01,weighted_cvl,cast19,rr,2420.6156462585036,ok,0.0033333333333333,974.7662962962962,15 20 30 45 60 90 120 150 200
0.01,weighted_cvl,cast19,inv,2632.90649122807,ok,0.0033333333333333,974.7662962962962,15 20 30 45 60 90 120 150 200
0.01,weighted_cvl,dbpedia-entity,llm,3237.470641025641,ok,0.0033333333333333,1028.650909090909,5 10 15 20 30 45 60 90 120 150 200
0.01,weighted_cvl,dbpedia-entity,rr,3346.883144654088,ok,0.0033333333333333,1028.650909090909,5 10 15 20 30 45 60 90 120 150 200
0.01,weighted_cvl,dl212223,llm,1882.6038666666668,ok,0.0,1387.8487499999999,5 10 15 20 30 45 60 90
